ID,Prob1
0, 0.56
1, 0.27
2, 0.49
3, 0.22
4, 0.09
5, 0.17
6, 0.32
7, 0.80
8, 0.66
9, 0.14
10, 0.55
11, 0.13
12, 0.43
13, 0.67
14, 0.29
15, 0.18
16, 0.34
17, 0.24
18, 0.19
19, 0.40
20, 0.37
21, 0.30
22, 0.36
23, 0.39
24, 0.16
25, 0.32
26, 0.37
27, 0.08
28, 0.16
29, 0.69
30, 0.09
31, 0.09
32, 0.49
33, 0.17
34, 0.31
35, 0.51
36, 0.14
37, 0.51
38, 0.49
39, 0.51
40, 0.36
41, 0.09
42, 0.34
43, 0.52
44, 0.56
45, 0.18
46, 0.33
47, 0.67
48, 0.47
49, 0.31
50, 0.80
51, 0.20
52, 0.56
53, 0.19
54, 0.54
55, 0.03
56, 0.78
57, 0.15
58, 0.14
59, 0.18
60, 0.33
61, 0.42
62, 0.16
63, 0.36
64, 0.21
65, 0.21
66, 0.89
67, 0.14
68, 0.26
69, 0.21
70, 0.83
71, 0.86
72, 0.74
73, 0.34
74, 0.09
75, 0.70
76, 0.05
77, 0.83
78, 0.10
79, 0.33
80, 0.36
81, 0.14
82, 0.09
83, 0.07
84, 0.29
85, 0.21
86, 0.59
87, 0.08
88, 0.10
89, 0.61
90, 0.25
91, 0.26
92, 0.24
93, 0.57
94, 0.24
95, 0.14
96, 0.45
97, 0.06
98, 0.12
99, 0.52
100, 0.04
101, 0.50
102, 0.67
103, 0.11
104, 0.33
105, 0.13
106, 0.19
107, 0.24
108, 0.23
109, 0.38
110, 0.35
111, 0.29
112, 0.12
113, 0.33
114, 0.34
115, 0.05
116, 0.16
117, 0.22
118, 0.23
119, 0.24
120, 0.19
121, 0.18
122, 0.75
123, 0.57
124, 0.21
125, 0.48
126, 0.50
127, 0.22
128, 0.34
129, 0.08
130, 0.33
131, 0.59
132, 0.32
133, 0.34
134, 0.08
135, 0.45
136, 0.18
137, 0.03
138, 0.33
139, 0.02
140, 0.06
141, 0.49
142, 0.67
143, 0.08
144, 0.55
145, 0.30
146, 0.33
147, 0.11
148, 0.34
149, 0.71
150, 0.72
151, 0.22
152, 0.72
153, 0.42
154, 0.94
155, 0.19
156, 0.34
157, 0.11
158, 0.10
159, 0.15
160, 0.54
161, 0.05
162, 0.12
163, 0.08
164, 0.14
165, 0.34
166, 0.09
167, 0.43
168, 0.08
169, 0.17
170, 0.09
171, 0.67
172, 0.15
173, 0.43
174, 0.27
175, 0.24
176, 0.15
177, 0.20
178, 0.63
179, 0.12
180, 0.39
181, 0.70
182, 0.30
183, 0.22
184, 0.73
185, 0.43
186, 0.33
187, 0.72
188, 0.11
189, 0.37
190, 0.95
191, 0.12
192, 0.63
193, 0.09
194, 0.23
195, 0.68
196, 0.04
197, 0.18
198, 0.26
199, 0.15
200, 0.14
201, 0.18
202, 0.77
203, 0.13
204, 0.52
205, 0.17
206, 0.18
207, 0.38
208, 0.16
209, 0.64
210, 0.59
211, 0.27
212, 0.72
213, 0.54
214, 0.39
215, 0.23
216, 0.50
217, 0.07
218, 0.20
219, 0.43
220, 0.19
221, 0.22
222, 0.06
223, 0.73
224, 0.58
225, 0.18
226, 0.44
227, 0.53
228, 0.44
229, 0.13
230, 0.15
231, 0.69
232, 0.43
233, 0.12
234, 0.18
235, 0.43
236, 0.16
237, 0.33
238, 0.66
239, 0.52
240, 0.36
241, 0.13
242, 0.23
243, 0.23
244, 0.15
245, 0.11
246, 0.24
247, 0.74
248, 0.44
249, 0.13
250, 0.89
251, 0.34
252, 0.07
253, 0.10
254, 0.31
255, 0.02
256, 0.53
257, 0.09
258, 0.92
259, 0.11
260, 0.76
261, 0.17
262, 0.23
263, 0.06
264, 0.11
265, 0.27
266, 0.07
267, 0.57
268, 0.13
269, 0.23
270, 0.03
271, 0.04
272, 0.24
273, 0.26
274, 0.66
275, 0.26
276, 0.82
277, 0.86
278, 0.36
279, 0.21
280, 0.72
281, 0.08
282, 0.09
283, 0.41
284, 0.06
285, 0.55
286, 0.54
287, 0.24
288, 0.27
289, 0.53
290, 0.08
291, 0.20
292, 0.27
293, 0.42
294, 0.11
295, 0.06
296, 0.35
297, 0.07
298, 0.37
299, 0.72
300, 0.17
301, 0.18
302, 0.35
303, 0.39
304, 0.28
305, 0.53
306, 0.35
307, 0.37
308, 0.10
309, 0.80
310, 0.35
311, 0.19
312, 0.40
313, 0.15
314, 0.62
315, 0.29
316, 0.01
317, 0.66
318, 0.32
319, 0.34
320, 0.25
321, 0.41
322, 0.27
323, 0.56
324, 0.21
325, 0.42
326, 0.45
327, 0.50
328, 0.43
329, 0.21
330, 0.14
331, 0.52
332, 0.49
333, 0.52
334, 0.48
335, 0.13
336, 0.54
337, 0.82
338, 0.31
339, 0.16
340, 0.46
341, 0.11
342, 0.07
343, 0.08
344, 0.27
345, 0.55
346, 0.54
347, 0.02
348, 0.08
349, 0.47
350, 0.14
351, 0.45
352, 0.18
353, 0.55
354, 0.33
355, 0.18
356, 0.09
357, 0.42
358, 0.54
359, 0.25
360, 0.34
361, 0.07
362, 0.29
363, 0.56
364, 0.34
365, 0.77
366, 0.25
367, 0.45
368, 0.30
369, 0.53
370, 0.16
371, 0.21
372, 0.22
373, 0.27
374, 0.62
375, 0.09
376, 0.65
377, 0.08
378, 0.53
379, 0.29
380, 0.43
381, 0.33
382, 0.39
383, 0.72
384, 0.40
385, 0.41
386, 0.21
387, 0.39
388, 0.18
389, 0.30
390, 0.13
391, 0.34
392, 0.61
393, 0.24
394, 0.41
395, 0.47
396, 0.67
397, 0.19
398, 0.25
399, 0.87
400, 0.49
401, 0.41
402, 0.04
403, 0.07
404, 0.64
405, 0.16
406, 0.49
407, 0.16
408, 0.17
409, 0.30
410, 0.04
411, 0.69
412, 0.11
413, 0.17
414, 0.18
415, 0.16
416, 0.39
417, 0.13
418, 0.14
419, 0.63
420, 0.41
421, 0.28
422, 0.42
423, 0.21
424, 0.26
425, 0.35
426, 0.16
427, 0.28
428, 0.23
429, 0.07
430, 0.33
431, 0.79
432, 0.08
433, 0.29
434, 0.55
435, 0.22
436, 0.58
437, 0.69
438, 0.29
439, 0.10
440, 0.44
441, 0.15
442, 0.68
443, 0.25
444, 0.13
445, 0.11
446, 0.51
447, 0.10
448, 0.90
449, 0.32
450, 0.27
451, 0.79
452, 0.80
453, 0.41
454, 0.30
455, 0.17
456, 0.78
457, 0.36
458, 0.60
459, 0.25
460, 0.58
461, 0.09
462, 0.13
463, 0.28
464, 0.23
465, 0.02
466, 0.20
467, 0.47
468, 0.20
469, 0.22
470, 0.51
471, 0.35
472, 0.27
473, 0.38
474, 0.25
475, 0.33
476, 0.23
477, 0.11
478, 0.33
479, 0.24
480, 0.26
481, 0.11
482, 0.31
483, 0.47
484, 0.16
485, 0.81
486, 0.47
487, 0.79
488, 0.55
489, 0.61
490, 0.14
491, 0.13
492, 0.07
493, 0.17
494, 0.47
495, 0.32
496, 0.93
497, 0.67
498, 0.91
499, 0.45
500, 0.21
501, 0.22
502, 0.34
503, 0.15
504, 0.57
505, 0.27
506, 0.45
507, 0.04
508, 0.12
509, 0.28
510, 0.34
511, 0.25
512, 0.16
513, 0.04
514, 0.23
515, 0.47
516, 0.11
517, 0.49
518, 0.45
519, 0.85
520, 0.66
521, 0.17
522, 0.25
523, 0.49
524, 0.23
525, 0.58
526, 0.17
527, 0.32
528, 0.50
529, 0.22
530, 0.26
531, 0.54
532, 0.39
533, 0.16
534, 0.81
535, 0.63
536, 0.28
537, 0.20
538, 0.23
539, 0.40
540, 0.07
541, 0.02
542, 0.63
543, 0.33
544, 0.21
545, 0.61
546, 0.43
547, 0.17
548, 0.81
549, 0.15
550, 0.32
551, 0.20
552, 0.81
553, 0.17
554, 0.26
555, 0.07
556, 0.12
557, 0.12
558, 0.49
559, 0.08
560, 0.15
561, 0.39
562, 0.11
563, 0.22
564, 0.27
565, 0.38
566, 0.04
567, 0.54
568, 0.44
569, 0.27
570, 0.37
571, 0.10
572, 0.13
573, 0.37
574, 0.38
575, 0.52
576, 0.23
577, 0.58
578, 0.29
579, 0.38
580, 0.56
581, 0.18
582, 0.54
583, 0.51
584, 0.09
585, 0.20
586, 0.73
587, 0.44
588, 0.14
589, 0.90
590, 0.07
591, 0.06
592, 0.80
593, 0.42
594, 0.25
595, 0.51
596, 0.47
597, 0.22
598, 0.22
599, 0.28
600, 0.42
601, 0.32
602, 0.16
603, 0.62
604, 0.06
605, 0.21
606, 0.42
607, 0.05
608, 0.54
609, 0.45
610, 0.62
611, 0.51
612, 0.29
613, 0.65
614, 0.33
615, 0.05
616, 0.41
617, 0.17
618, 0.05
619, 0.22
620, 0.67
621, 0.68
622, 0.23
623, 0.33
624, 0.17
625, 0.25
626, 0.31
627, 0.25
628, 0.54
629, 0.67
630, 0.53
631, 0.54
632, 0.30
633, 0.13
634, 0.13
635, 0.54
636, 0.56
637, 0.15
638, 0.69
639, 0.37
640, 0.20
641, 0.53
642, 0.39
643, 0.48
644, 0.72
645, 0.20
646, 0.17
647, 0.19
648, 0.12
649, 0.18
650, 0.41
651, 0.22
652, 0.90
653, 0.02
654, 0.17
655, 0.31
656, 0.34
657, 0.72
658, 0.43
659, 0.15
660, 0.85
661, 0.34
662, 0.08
663, 0.08
664, 0.79
665, 0.18
666, 0.13
667, 0.25
668, 0.82
669, 0.15
670, 0.02
671, 0.33
672, 0.16
673, 0.04
674, 0.13
675, 0.65
676, 0.30
677, 0.35
678, 0.24
679, 0.22
680, 0.83
681, 0.23
682, 0.23
683, 0.76
684, 0.28
685, 0.08
686, 0.10
687, 0.09
688, 0.05
689, 0.47
