ID,Prob1
0, 0.52
1, 0.27
2, 0.52
3, 0.18
4, 0.09
5, 0.18
6, 0.35
7, 0.82
8, 0.77
9, 0.12
10, 0.51
11, 0.11
12, 0.43
13, 0.68
14, 0.28
15, 0.18
16, 0.46
17, 0.17
18, 0.18
19, 0.37
20, 0.36
21, 0.33
22, 0.42
23, 0.40
24, 0.11
25, 0.29
26, 0.40
27, 0.06
28, 0.13
29, 0.70
30, 0.07
31, 0.06
32, 0.47
33, 0.18
34, 0.33
35, 0.67
36, 0.12
37, 0.65
38, 0.44
39, 0.54
40, 0.35
41, 0.06
42, 0.39
43, 0.52
44, 0.51
45, 0.13
46, 0.36
47, 0.70
48, 0.48
49, 0.27
50, 0.80
51, 0.19
52, 0.61
53, 0.18
54, 0.53
55, 0.02
56, 0.76
57, 0.16
58, 0.11
59, 0.17
60, 0.35
61, 0.34
62, 0.12
63, 0.40
64, 0.15
65, 0.13
66, 0.92
67, 0.10
68, 0.25
69, 0.16
70, 0.87
71, 0.87
72, 0.78
73, 0.39
74, 0.06
75, 0.75
76, 0.04
77, 0.85
78, 0.11
79, 0.34
80, 0.37
81, 0.11
82, 0.11
83, 0.07
84, 0.25
85, 0.16
86, 0.59
87, 0.06
88, 0.09
89, 0.66
90, 0.24
91, 0.22
92, 0.30
93, 0.58
94, 0.21
95, 0.14
96, 0.53
97, 0.05
98, 0.13
99, 0.55
100, 0.04
101, 0.55
102, 0.71
103, 0.10
104, 0.40
105, 0.16
106, 0.17
107, 0.23
108, 0.23
109, 0.41
110, 0.38
111, 0.31
112, 0.09
113, 0.33
114, 0.23
115, 0.05
116, 0.14
117, 0.18
118, 0.21
119, 0.20
120, 0.24
121, 0.16
122, 0.77
123, 0.63
124, 0.22
125, 0.50
126, 0.46
127, 0.23
128, 0.32
129, 0.05
130, 0.28
131, 0.63
132, 0.27
133, 0.31
134, 0.08
135, 0.40
136, 0.14
137, 0.01
138, 0.34
139, 0.01
140, 0.07
141, 0.60
142, 0.70
143, 0.05
144, 0.55
145, 0.25
146, 0.40
147, 0.07
148, 0.32
149, 0.76
150, 0.75
151, 0.21
152, 0.70
153, 0.42
154, 0.94
155, 0.18
156, 0.36
157, 0.08
158, 0.10
