ID,Prob1
0, 0.59
1, 0.24
2, 0.41
3, 0.18
4, 0.08
5, 0.14
6, 0.33
7, 0.82
8, 0.79
9, 0.11
10, 0.37
11, 0.07
12, 0.47
13, 0.76
14, 0.26
15, 0.13
16, 0.43
17, 0.17
18, 0.22
19, 0.29
20, 0.31
21, 0.30
22, 0.42
23, 0.68
24, 0.09
25, 0.22
26, 0.47
27, 0.05
28, 0.08
29, 0.76
30, 0.07
31, 0.06
32, 0.66
33, 0.14
34, 0.34
35, 0.53
36, 0.10
37, 0.69
38, 0.40
39, 0.47
40, 0.29
41, 0.06
42, 0.41
43, 0.43
44, 0.55
45, 0.07
46, 0.42
47, 0.77
48, 0.46
49, 0.19
50, 0.85
51, 0.18
52, 0.64
53, 0.16
54, 0.59
55, 0.00
56, 0.83
57, 0.13
58, 0.08
59, 0.17
60, 0.41
61, 0.27
62, 0.09
63, 0.24
64, 0.15
65, 0.12
66, 0.95
67, 0.09
68, 0.23
69, 0.10
70, 0.91
71, 0.87
72, 0.82
73, 0.30
74, 0.04
75, 0.83
76, 0.01
77, 0.96
78, 0.02
79, 0.33
80, 0.40
81, 0.08
82, 0.03
83, 0.05
84, 0.14
85, 0.11
86, 0.48
87, 0.05
88, 0.04
89, 0.76
90, 0.19
91, 0.15
92, 0.29
93, 0.49
94, 0.36
95, 0.17
96, 0.66
97, 0.04
98, 0.08
99, 0.48
100, 0.02
101, 0.55
102, 0.83
103, 0.09
104, 0.49
105, 0.11
106, 0.35
107, 0.16
108, 0.19
109, 0.42
110, 0.32
111, 0.36
112, 0.08
113, 0.36
114, 0.21
115, 0.04
116, 0.13
117, 0.10
118, 0.17
119, 0.11
120, 0.15
121, 0.16
122, 0.84
123, 0.69
124, 0.17
125, 0.42
126, 0.71
127, 0.17
128, 0.37
129, 0.05
130, 0.22
131, 0.59
132, 0.19
133, 0.43
134, 0.10
135, 0.37
136, 0.13
137, 0.01
138, 0.36
139, 0.02
140, 0.04
141, 0.71
142, 0.82
143, 0.04
144, 0.75
145, 0.19
146, 0.45
147, 0.08
148, 0.28
149, 0.86
150, 0.84
151, 0.15
152, 0.75
153, 0.58
154, 0.97
155, 0.12
156, 0.25
157, 0.06
158, 0.09
159, 0.08
160, 0.71
161, 0.02
162, 0.08
163, 0.05
164, 0.08
165, 0.41
166, 0.04
167, 0.41
168, 0.05
169, 0.12
170, 0.07
171, 0.78
172, 0.12
173, 0.27
174, 0.25
175, 0.13
176, 0.09
177, 0.12
178, 0.62
179, 0.09
180, 0.45
181, 0.80
182, 0.18
183, 0.30
184, 0.79
185, 0.53
186, 0.45
187, 0.80
188, 0.08
189, 0.33
190, 0.97
191, 0.05
192, 0.77
193, 0.06
194, 0.22
195, 0.73
196, 0.01
197, 0.17
198, 0.21
199, 0.07
200, 0.16
201, 0.23
202, 0.87
203, 0.07
204, 0.53
205, 0.13
206, 0.09
207, 0.39
208, 0.13
209, 0.73
210, 0.76
211, 0.19
212, 0.89
213, 0.55
214, 0.49
215, 0.20
216, 0.57
217, 0.02
218, 0.14
219, 0.43
220, 0.12
221, 0.11
222, 0.03
223, 0.80
224, 0.67
225, 0.14
226, 0.45
227, 0.50
228, 0.47
229, 0.08
230, 0.09
231, 0.70
232, 0.53
233, 0.06
234, 0.07
235, 0.63
236, 0.12
237, 0.22
238, 0.68
239, 0.45
240, 0.28
241, 0.13
242, 0.14
243, 0.13
244, 0.07
245, 0.07
246, 0.25
247, 0.80
248, 0.64
249, 0.11
250, 0.92
251, 0.37
252, 0.05
253, 0.10
254, 0.32
255, 0.01
256, 0.55
257, 0.05
258, 0.96
259, 0.07
260, 0.78
261, 0.12
262, 0.17
263, 0.07
264, 0.11
265, 0.20
266, 0.06
267, 0.74
268, 0.07
269, 0.17
270, 0.04
271, 0.02
272, 0.45
273, 0.22
274, 0.62
275, 0.22
276, 0.87
277, 0.93
278, 0.21
279, 0.14
280, 0.80
281, 0.08
282, 0.06
283, 0.40
284, 0.03
285, 0.61
286, 0.66
287, 0.15
288, 0.19
289, 0.69
290, 0.04
291, 0.12
292, 0.20
293, 0.61
294, 0.06
295, 0.03
296, 0.30
297, 0.05
298, 0.47
299, 0.81
300, 0.19
301, 0.10
302, 0.24
303, 0.35
304, 0.23
305, 0.51
306, 0.26
307, 0.27
308, 0.05
309, 0.82
310, 0.34
311, 0.20
312, 0.35
313, 0.18
314, 0.66
315, 0.25
316, 0.01
317, 0.83
318, 0.35
319, 0.20
320, 0.30
321, 0.39
322, 0.18
323, 0.55
324, 0.20
325, 0.36
326, 0.55
327, 0.55
328, 0.56
329, 0.20
330, 0.09
331, 0.62
332, 0.71
333, 0.67
334, 0.53
335, 0.06
336, 0.75
337, 0.86
338, 0.30
339, 0.16
340, 0.34
341, 0.07
342, 0.03
343, 0.05
344, 0.23
345, 0.55
346, 0.69
347, 0.00
348, 0.03
349, 0.50
350, 0.11
351, 0.53
352, 0.11
353, 0.73
354, 0.16
355, 0.12
356, 0.04
357, 0.38
358, 0.59
359, 0.27
360, 0.21
361, 0.04
362, 0.32
363, 0.61
364, 0.28
365, 0.85
366, 0.24
367, 0.60
368, 0.27
369, 0.46
370, 0.07
371, 0.15
372, 0.35
373, 0.22
374, 0.55
375, 0.05
376, 0.66
377, 0.04
378, 0.65
379, 0.22
380, 0.38
381, 0.40
382, 0.47
383, 0.80
384, 0.47
385, 0.60
386, 0.15
387, 0.64
388, 0.19
389, 0.19
390, 0.06
391, 0.48
392, 0.74
393, 0.22
394, 0.47
395, 0.52
396, 0.78
397, 0.11
398, 0.25
399, 0.93
400, 0.51
401, 0.47
402, 0.02
403, 0.03
404, 0.70
405, 0.11
406, 0.41
407, 0.11
408, 0.17
409, 0.34
410, 0.03
411, 0.80
412, 0.09
413, 0.10
414, 0.16
415, 0.09
416, 0.50
417, 0.10
418, 0.07
419, 0.75
420, 0.33
421, 0.30
422, 0.35
423, 0.09
424, 0.40
425, 0.28
426, 0.13
427, 0.19
428, 0.24
429, 0.08
430, 0.32
431, 0.85
432, 0.03
433, 0.26
434, 0.48
435, 0.10
436, 0.61
437, 0.72
438, 0.16
439, 0.08
440, 0.45
441, 0.10
442, 0.80
443, 0.27
444, 0.06
445, 0.09
446, 0.47
447, 0.03
448, 0.96
449, 0.29
450, 0.18
451, 0.87
452, 0.83
453, 0.31
454, 0.34
455, 0.10
456, 0.88
457, 0.30
458, 0.81
459, 0.14
460, 0.63
461, 0.06
462, 0.08
463, 0.18
464, 0.23
465, 0.01
466, 0.12
467, 0.45
468, 0.23
469, 0.07
470, 0.49
471, 0.42
472, 0.32
473, 0.22
474, 0.24
475, 0.41
476, 0.13
477, 0.09
478, 0.36
479, 0.24
480, 0.22
481, 0.04
482, 0.18
483, 0.54
484, 0.14
485, 0.78
486, 0.39
487, 0.85
488, 0.62
489, 0.62
490, 0.17
