ID,Prob1
0, 0.53
1, 0.29
2, 0.49
3, 0.19
4, 0.10
5, 0.18
6, 0.35
7, 0.83
8, 0.77
9, 0.12
10, 0.49
11, 0.09
12, 0.46
13, 0.71
14, 0.32
15, 0.17
16, 0.42
17, 0.15
18, 0.19
19, 0.33
20, 0.34
21, 0.35
22, 0.42
23, 0.51
24, 0.10
25, 0.29
26, 0.45
27, 0.07
28, 0.08
29, 0.67
30, 0.07
31, 0.06
32, 0.52
33, 0.17
34, 0.31
35, 0.59
36, 0.09
37, 0.69
38, 0.42
39, 0.55
40, 0.32
41, 0.07
42, 0.43
43, 0.55
44, 0.51
45, 0.12
46, 0.42
47, 0.72
48, 0.45
49, 0.26
50, 0.83
51, 0.18
52, 0.67
53, 0.17
54, 0.53
55, 0.01
56, 0.78
57, 0.17
58, 0.10
59, 0.16
60, 0.40
61, 0.35
62, 0.11
63, 0.37
64, 0.15
65, 0.13
66, 0.93
67, 0.09
68, 0.22
69, 0.16
70, 0.89
71, 0.87
72, 0.82
73, 0.34
74, 0.05
75, 0.75
76, 0.03
77, 0.91
78, 0.08
79, 0.33
80, 0.38
81, 0.10
82, 0.08
83, 0.04
84, 0.22
85, 0.15
86, 0.55
87, 0.07
88, 0.07
89, 0.66
90, 0.24
91, 0.21
92, 0.27
93, 0.57
94, 0.21
95, 0.13
96, 0.59
97, 0.05
98, 0.13
99, 0.51
100, 0.03
101, 0.59
102, 0.77
103, 0.10
104, 0.48
105, 0.15
106, 0.19
107, 0.17
108, 0.26
109, 0.43
110, 0.33
111, 0.33
112, 0.10
113, 0.35
114, 0.19
115, 0.03
116, 0.13
117, 0.16
118, 0.20
119, 0.15
120, 0.24
121, 0.12
122, 0.80
123, 0.67
124, 0.16
125, 0.50
126, 0.54
127, 0.25
128, 0.35
129, 0.05
130, 0.23
131, 0.62
132, 0.27
133, 0.31
134, 0.09
135, 0.36
136, 0.13
137, 0.01
138, 0.34
139, 0.02
140, 0.05
141, 0.73
142, 0.76
143, 0.04
144, 0.60
145, 0.24
146, 0.40
147, 0.08
148, 0.32
149, 0.81
150, 0.78
151, 0.20
152, 0.75
153, 0.50
154, 0.97
155, 0.18
156, 0.26
157, 0.06
158, 0.10
159, 0.11
160, 0.70
161, 0.03
162, 0.09
163, 0.06
164, 0.11
165, 0.37
166, 0.07
167, 0.41
168, 0.06
169, 0.16
170, 0.06
171, 0.72
172, 0.13
173, 0.31
174, 0.29
175, 0.18
176, 0.11
177, 0.19
178, 0.62
179, 0.14
180, 0.42
181, 0.75
182, 0.27
183, 0.32
184, 0.75
185, 0.56
186, 0.34
187, 0.77
188, 0.10
189, 0.38
190, 0.97
191, 0.08
192, 0.72
193, 0.07
194, 0.24
195, 0.69
196, 0.03
197, 0.16
198, 0.22
199, 0.08
200, 0.18
201, 0.20
202, 0.79
203, 0.11
204, 0.63
205, 0.13
206, 0.13
207, 0.40
208, 0.18
209, 0.68
210, 0.65
211, 0.18
212, 0.84
213, 0.50
214, 0.42
215, 0.21
216, 0.57
217, 0.05
218, 0.18
219, 0.46
220, 0.13
221, 0.20
222, 0.03
223, 0.76
224, 0.68
225, 0.17
226, 0.51
227, 0.51
228, 0.39
229, 0.11
230, 0.13
231, 0.71
232, 0.49
233, 0.06
234, 0.10
235, 0.60
236, 0.15
237, 0.29
238, 0.65
239, 0.57
240, 0.36
241, 0.14
242, 0.20
243, 0.18
244, 0.11
245, 0.06
246, 0.26
247, 0.83
248, 0.52
249, 0.12
250, 0.90
251, 0.33
252, 0.05
253, 0.10
254, 0.32
255, 0.01
256, 0.50
257, 0.10
258, 0.95
259, 0.08
260, 0.83
261, 0.16
262, 0.21
263, 0.06
264, 0.13
265, 0.25
266, 0.11
267, 0.65
268, 0.09
269, 0.17
270, 0.04
271, 0.03
272, 0.41
273, 0.26
274, 0.66
275, 0.26
276, 0.83
277, 0.88
278, 0.27
279, 0.14
280, 0.70
281, 0.09
282, 0.10
283, 0.40
284, 0.07
285, 0.60
286, 0.61
287, 0.17
288, 0.30
289, 0.52
290, 0.05
291, 0.14
292, 0.24
293, 0.49
294, 0.08
295, 0.04
296, 0.34
297, 0.03
298, 0.41
299, 0.72
300, 0.18
301, 0.14
302, 0.25
303, 0.37
304, 0.30
305, 0.45
306, 0.30
307, 0.32
308, 0.07
309, 0.80
310, 0.33
311, 0.21
312, 0.33
313, 0.18
314, 0.67
315, 0.24
316, 0.01
317, 0.75
318, 0.31
319, 0.29
320, 0.30
321, 0.44
322, 0.27
323, 0.56
324, 0.25
325, 0.42
326, 0.46
327, 0.51
328, 0.54
329, 0.28
330, 0.10
331, 0.55
332, 0.55
333, 0.53
334, 0.45
335, 0.09
336, 0.74
337, 0.84
338, 0.26
339, 0.15
340, 0.35
341, 0.10
342, 0.04
343, 0.07
344, 0.27
345, 0.51
346, 0.67
347, 0.01
348, 0.06
349, 0.44
350, 0.09
351, 0.47
352, 0.15
353, 0.64
354, 0.29
355, 0.12
356, 0.04
357, 0.47
358, 0.58
359, 0.28
360, 0.27
361, 0.08
362, 0.29
363, 0.59
364, 0.27
365, 0.81
366, 0.25
367, 0.53
368, 0.32
369, 0.45
370, 0.09
371, 0.21
372, 0.28
373, 0.23
374, 0.60
375, 0.05
376, 0.64
377, 0.05
378, 0.59
379, 0.30
380, 0.41
381, 0.28
382, 0.35
383, 0.73
384, 0.44
385, 0.58
386, 0.14
387, 0.62
388, 0.17
389, 0.21
390, 0.08
391, 0.43
392, 0.69
393, 0.23
394, 0.42
395, 0.44
396, 0.75
397, 0.19
398, 0.31
399, 0.91
400, 0.54
401, 0.38
402, 0.02
403, 0.06
404, 0.64
405, 0.12
406, 0.54
407, 0.11
408, 0.17
409, 0.32
410, 0.03
411, 0.72
412, 0.12
413, 0.11
414, 0.15
415, 0.09
416, 0.44
417, 0.12
418, 0.10
419, 0.68
420, 0.31
421, 0.31
422, 0.46
423, 0.15
