ID,Prob1
0, 0.49
1, 0.27
2, 0.50
3, 0.21
4, 0.10
5, 0.22
6, 0.33
7, 0.80
8, 0.68
9, 0.13
10, 0.50
11, 0.14
12, 0.39
13, 0.61
14, 0.30
15, 0.17
16, 0.33
17, 0.21
18, 0.16
19, 0.41
20, 0.36
21, 0.31
22, 0.38
23, 0.37
24, 0.18
25, 0.33
26, 0.38
27, 0.07
28, 0.16
29, 0.73
30, 0.10
31, 0.12
32, 0.43
33, 0.17
34, 0.33
35, 0.54
36, 0.15
37, 0.48
38, 0.50
39, 0.56
40, 0.32
41, 0.07
42, 0.34
43, 0.50
44, 0.50
45, 0.19
46, 0.31
47, 0.65
48, 0.45
49, 0.26
50, 0.76
51, 0.21
52, 0.50
53, 0.22
54, 0.52
55, 0.05
56, 0.76
57, 0.17
58, 0.19
59, 0.21
60, 0.36
61, 0.39
62, 0.11
63, 0.40
64, 0.22
65, 0.22
66, 0.85
67, 0.14
68, 0.26
69, 0.18
70, 0.87
71, 0.87
72, 0.68
73, 0.31
74, 0.08
75, 0.68
76, 0.07
77, 0.72
78, 0.12
79, 0.35
80, 0.34
81, 0.16
82, 0.12
83, 0.12
84, 0.35
85, 0.23
86, 0.62
87, 0.11
88, 0.10
89, 0.62
90, 0.25
91, 0.27
92, 0.27
93, 0.61
94, 0.23
95, 0.16
96, 0.42
97, 0.07
98, 0.15
99, 0.56
100, 0.06
101, 0.49
102, 0.57
103, 0.10
104, 0.31
105, 0.15
106, 0.19
107, 0.23
108, 0.25
109, 0.38
110, 0.37
111, 0.28
112, 0.11
113, 0.32
114, 0.39
115, 0.08
116, 0.16
117, 0.22
118, 0.26
119, 0.28
120, 0.17
121, 0.22
122, 0.70
123, 0.63
124, 0.21
125, 0.46
126, 0.45
127, 0.27
128, 0.33
129, 0.09
130, 0.36
131, 0.57
132, 0.34
133, 0.31
134, 0.09
135, 0.38
136, 0.19
137, 0.04
138, 0.31
139, 0.01
140, 0.08
141, 0.40
142, 0.66
143, 0.09
144, 0.56
145, 0.28
146, 0.37
147, 0.11
148, 0.31
149, 0.63
150, 0.70
151, 0.19
152, 0.64
153, 0.36
154, 0.91
155, 0.19
156, 0.40
157, 0.09
158, 0.12
159, 0.17
160, 0.47
161, 0.07
162, 0.17
163, 0.10
164, 0.18
165, 0.30
166, 0.09
167, 0.42
168, 0.10
169, 0.18
170, 0.13
171, 0.69
172, 0.16
173, 0.35
174, 0.25
175, 0.28
176, 0.20
177, 0.20
178, 0.61
179, 0.13
180, 0.45
181, 0.72
182, 0.31
183, 0.24
184, 0.71
185, 0.43
