ID,Prob1
0, 0.65
1, 0.22
2, 0.47
3, 0.19
4, 0.13
5, 0.15
6, 0.31
7, 0.81
8, 0.63
9, 0.13
10, 0.60
11, 0.10
12, 0.49
13, 0.67
14, 0.25
15, 0.19
16, 0.29
17, 0.31
18, 0.18
19, 0.34
20, 0.41
21, 0.29
22, 0.36
23, 0.48
24, 0.16
25, 0.29
26, 0.40
27, 0.10
28, 0.13
29, 0.60
30, 0.11
31, 0.08
32, 0.68
33, 0.12
34, 0.31
35, 0.40
36, 0.20
37, 0.41
38, 0.50
39, 0.45
40, 0.33
41, 0.12
42, 0.27
43, 0.44
44, 0.63
45, 0.10
46, 0.37
47, 0.75
48, 0.48
49, 0.31
50, 0.78
51, 0.19
52, 0.54
53, 0.20
54, 0.52
55, 0.00
56, 0.79
57, 0.13
58, 0.09
59, 0.15
60, 0.36
61, 0.40
62, 0.18
63, 0.27
64, 0.29
65, 0.15
66, 0.94
67, 0.18
68, 0.25
69, 0.17
70, 0.83
71, 0.85
72, 0.75
73, 0.27
74, 0.08
75, 0.74
76, 0.01
77, 0.94
78, 0.02
79, 0.30
80, 0.40
81, 0.11
82, 0.03
83, 0.07
84, 0.21
85, 0.17
86, 0.54
87, 0.05
88, 0.04
89, 0.64
90, 0.23
91, 0.24
92, 0.32
93, 0.54
94, 0.30
95, 0.16
96, 0.55
97, 0.04
98, 0.12
99, 0.37
100, 0.02
101, 0.51
102, 0.70
103, 0.13
104, 0.33
105, 0.09
106, 0.29
107, 0.31
108, 0.25
109, 0.34
110, 0.42
111, 0.31
112, 0.14
113, 0.36
114, 0.37
115, 0.06
116, 0.16
117, 0.16
118, 0.18
119, 0.14
120, 0.17
121, 0.23
122, 0.74
123, 0.60
124, 0.24
125, 0.52
126, 0.61
127, 0.12
128, 0.36
129, 0.07
130, 0.41
131, 0.59
132, 0.34
133, 0.42
134, 0.07
135, 0.48
136, 0.15
137, 0.02
138, 0.38
139, 0.03
140, 0.06
141, 0.54
142, 0.67
143, 0.08
144, 0.57
145, 0.27
146, 0.31
147, 0.15
148, 0.33
149, 0.84
150, 0.74
151, 0.25
152, 0.78
