ID,Prob1
0, 0.37
1, 0.31
2, 0.55
3, 0.19
4, 0.07
5, 0.29
6, 0.35
7, 0.82
8, 0.73
9, 0.12
10, 0.41
11, 0.21
12, 0.30
13, 0.56
14, 0.37
15, 0.18
16, 0.37
17, 0.11
18, 0.16
19, 0.40
20, 0.33
21, 0.31
22, 0.33
23, 0.29
24, 0.23
25, 0.35
26, 0.33
27, 0.05
28, 0.18
29, 0.85
30, 0.09
31, 0.16
32, 0.18
33, 0.21
34, 0.36
35, 0.60
36, 0.12
37, 0.50
38, 0.46
39, 0.63
40, 0.27
41, 0.06
42, 0.44
43, 0.51
44, 0.35
45, 0.29
46, 0.26
47, 0.53
48, 0.44
49, 0.20
50, 0.76
51, 0.21
52, 0.47
53, 0.29
54, 0.52
55, 0.09
56, 0.73
57, 0.23
58, 0.28
59, 0.23
60, 0.35
61, 0.38
62, 0.02
63, 0.52
64, 0.11
65, 0.30
66, 0.74
67, 0.09
68, 0.29
69, 0.19
70, 0.86
71, 0.89
72, 0.65
73, 0.40
74, 0.11
75, 0.63
76, 0.13
77, 0.56
78, 0.22
79, 0.38
80, 0.31
81, 0.20
82, 0.19
83, 0.18
84, 0.50
85, 0.23
86, 0.70
87, 0.17
88, 0.17
89, 0.61
90, 0.25
91, 0.21
92, 0.20
93, 0.64
94, 0.17
95, 0.20
96, 0.31
97, 0.08
98, 0.17
99, 0.72
100, 0.10
101, 0.48
102, 0.39
103, 0.10
104, 0.24
105, 0.22
106, 0.09
107, 0.15
108, 0.20
109, 0.39
110, 0.35
111, 0.26
112, 0.11
113, 0.30
114, 0.45
115, 0.11
116, 0.15
117, 0.26
118, 0.31
119, 0.42
120, 0.20
121, 0.25
122, 0.67
123, 0.67
124, 0.22
125, 0.45
126, 0.28
127, 0.39
128, 0.34
129, 0.15
130, 0.31
131, 0.57
132, 0.30
133, 0.20
134, 0.09
135, 0.28
136, 0.22
137, 0.06
138, 0.31
139, 0.02
140, 0.09
141, 0.25
142, 0.69
143, 0.11
144, 0.55
145, 0.23
146, 0.43
147, 0.10
148, 0.33
149, 0.42
150, 0.65
151, 0.19
152, 0.51
153, 0.20
154, 0.85
155, 0.25
156, 0.57
157, 0.15
158, 0.11
159, 0.20
160, 0.35
161, 0.13
162, 0.20
163, 0.13
164, 0.23
165, 0.26
166, 0.10
167, 0.46
168, 0.12
169, 0.14
170, 0.16
171, 0.66
172, 0.08
173, 0.21
174, 0.27
175, 0.39
176, 0.32
177, 0.28
178, 0.61
179, 0.19
180, 0.48
181, 0.72
182, 0.38
183, 0.24
184, 0.68
185, 0.43
186, 0.48
187, 0.72
188, 0.18
189, 0.35
190, 0.95
191, 0.25
192, 0.72
193, 0.14
194, 0.30
195, 0.44
196, 0.12
197, 0.17
198, 0.27
199, 0.16
200, 0.19
201, 0.18
202, 0.69
203, 0.23
204, 0.65
205, 0.15
206, 0.24
207, 0.41
208, 0.23
209, 0.61
210, 0.45
211, 0.16
212, 0.41
213, 0.48
214, 0.40
215, 0.17
216, 0.47
217, 0.23
218, 0.12
219, 0.42
220, 0.13
221, 0.47
222, 0.09
223, 0.60
224, 0.46
225, 0.21
226, 0.54
227, 0.49
228, 0.24
229, 0.18
230, 0.30
231, 0.69
232, 0.36
233, 0.20
234, 0.27
235, 0.37
236, 0.23
237, 0.32
238, 0.67
239, 0.67
240, 0.44
241, 0.20
242, 0.34
243, 0.30
244, 0.21
245, 0.06
246, 0.20
247, 0.64
248, 0.33
249, 0.16
250, 0.76
251, 0.25
252, 0.04
253, 0.16
254, 0.19
255, 0.06
256, 0.42
257, 0.22
258, 0.93
259, 0.09
260, 0.78
261, 0.23
262, 0.34
263, 0.07
264, 0.20
265, 0.33
266, 0.19
267, 0.41
268, 0.17
269, 0.17
270, 0.03
271, 0.15
272, 0.19
273, 0.16
274, 0.63
275, 0.21
276, 0.82
277, 0.80
278, 0.36
279, 0.18
280, 0.52
281, 0.13
282, 0.15
283, 0.25
284, 0.21
285, 0.59
286, 0.29
287, 0.32
288, 0.30
289, 0.33
290, 0.19
291, 0.28
292, 0.26
293, 0.40
294, 0.08
295, 0.11
296, 0.33
297, 0.03
298, 0.21
299, 0.73
300, 0.21
301, 0.34
302, 0.40
