ID,Prob1
0, 0.41
1, 0.31
2, 0.56
3, 0.14
4, 0.06
5, 0.24
6, 0.39
7, 0.89
8, 0.87
9, 0.11
10, 0.43
11, 0.13
12, 0.39
13, 0.68
14, 0.31
15, 0.17
16, 0.57
17, 0.06
18, 0.17
19, 0.36
20, 0.33
21, 0.37
22, 0.43
23, 0.35
24, 0.09
25, 0.30
26, 0.38
27, 0.02
28, 0.09
29, 0.82
30, 0.04
31, 0.07
32, 0.23
33, 0.24
34, 0.36
35, 0.89
36, 0.05
37, 0.82
38, 0.37
39, 0.59
40, 0.28
41, 0.02
42, 0.49
43, 0.54
44, 0.37
45, 0.19
46, 0.35
47, 0.63
48, 0.45
49, 0.25
50, 0.83
51, 0.16
52, 0.66
53, 0.22
54, 0.55
55, 0.03
56, 0.76
57, 0.23
58, 0.14
59, 0.18
60, 0.33
61, 0.29
62, 0.00
63, 0.55
64, 0.04
65, 0.14
66, 0.90
67, 0.03
68, 0.22
69, 0.13
70, 0.91
71, 0.90
72, 0.86
73, 0.51
74, 0.06
75, 0.75
76, 0.06
77, 0.82
78, 0.20
79, 0.37
80, 0.36
81, 0.12
82, 0.16
83, 0.09
84, 0.29
85, 0.13
86, 0.64
87, 0.07
88, 0.15
89, 0.67
90, 0.28
91, 0.16
92, 0.31
93, 0.58
94, 0.17
95, 0.15
96, 0.54
97, 0.06
98, 0.12
99, 0.70
100, 0.06
101, 0.61
102, 0.68
103, 0.09
104, 0.41
105, 0.24
106, 0.08
107, 0.09
108, 0.19
109, 0.46
110, 0.32
111, 0.32
112, 0.06
113, 0.31
114, 0.17
115, 0.05
116, 0.11
117, 0.20
118, 0.23
119, 0.26
120, 0.26
121, 0.10
122, 0.78
123, 0.64
124, 0.22
125, 0.52
126, 0.31
127, 0.32
128, 0.32
129, 0.06
130, 0.14
131, 0.67
132, 0.17
133, 0.22
134, 0.08
135, 0.25
136, 0.13
137, 0.03
138, 0.31
139, 0.00
140, 0.09
141, 0.66
142, 0.73
143, 0.02
144, 0.61
145, 0.16
146, 0.53
147, 0.04
148, 0.33
149, 0.68
150, 0.76
151, 0.13
152, 0.64
153, 0.34
154, 0.92
155, 0.23
156, 0.44
157, 0.11
158, 0.12
159, 0.10
160, 0.62
161, 0.07
162, 0.10
163, 0.08
164, 0.13
165, 0.35
166, 0.06
167, 0.43
168, 0.05
169, 0.10
170, 0.05
171, 0.73
172, 0.04
173, 0.11
174, 0.24
175, 0.27
176, 0.20
177, 0.30
178, 0.61
179, 0.21
180, 0.42
181, 0.76
182, 0.29
183, 0.36
184, 0.71
185, 0.67
186, 0.39
187, 0.81
188, 0.12
189, 0.41
190, 0.99
191, 0.17
192, 0.88
193, 0.07
194, 0.25
195, 0.54
196, 0.06
197, 0.13
198, 0.13
199, 0.08
200, 0.19
201, 0.19
202, 0.73
203, 0.20
204, 0.84
205, 0.12
206, 0.12
207, 0.43
208, 0.19
209, 0.64
210, 0.60
211, 0.11
212, 0.71
213, 0.45
214, 0.48
215, 0.16
216, 0.55
217, 0.11
218, 0.09
219, 0.44
220, 0.10
221, 0.35
222, 0.04
223, 0.75
224, 0.63
225, 0.19
226, 0.56
227, 0.60
228, 0.20
229, 0.14
230, 0.28
231, 0.71
232, 0.49
233, 0.05
234, 0.09
235, 0.52
236, 0.18
237, 0.19
238, 0.68
239, 0.62
240, 0.38
241, 0.23
242, 0.24
243, 0.16
244, 0.12
245, 0.02
246, 0.24
247, 0.79
248, 0.44
249, 0.11
250, 0.83
251, 0.26
252, 0.01
253, 0.13
254, 0.24
255, 0.03
256, 0.42
257, 0.19
258, 0.97
259, 0.05
260, 0.87
261, 0.15
262, 0.32
263, 0.06
264, 0.15
265, 0.23
266, 0.20
267, 0.72
268, 0.11
269, 0.09
270, 0.03
271, 0.07
272, 0.35
273, 0.11
274, 0.72
275, 0.21
276, 0.89
277, 0.90
278, 0.18
279, 0.07
280, 0.54
281, 0.10
282, 0.15
283, 0.29
284, 0.14
285, 0.64
286, 0.39
287, 0.27
288, 0.33
289, 0.30
290, 0.09
291, 0.22
292, 0.24
293, 0.55
294, 0.03
295, 0.05
296, 0.39
297, 0.01
298, 0.26
299, 0.73
300, 0.18
301, 0.17
302, 0.23
303, 0.37
304, 0.24
305, 0.36
306, 0.39
307, 0.26
308, 0.08
309, 0.73
310, 0.25
311, 0.25
312, 0.37
313, 0.18
314, 0.68
315, 0.32
316, 0.01
317, 0.66
318, 0.21
319, 0.27
320, 0.34
321, 0.47
322, 0.27
323, 0.51
324, 0.26
325, 0.33
326, 0.41
327, 0.41
328, 0.50
329, 0.34
330, 0.10
331, 0.55
332, 0.40
333, 0.35
334, 0.36
335, 0.13
336, 0.81
337, 0.91
338, 0.26
339, 0.07
340, 0.38
341, 0.13
342, 0.07
343, 0.02
344, 0.33
345, 0.56
346, 0.77
347, 0.02
348, 0.12
349, 0.37
350, 0.05
351, 0.40
352, 0.17
353, 0.41
354, 0.21
355, 0.14
356, 0.03
357, 0.53
358, 0.43
359, 0.18
360, 0.28
361, 0.10
362, 0.25
363, 0.63
364, 0.19
365, 0.90
366, 0.31
367, 0.44
368, 0.29
369, 0.29
370, 0.10
371, 0.22
372, 0.32
373, 0.26
374, 0.65
375, 0.05
376, 0.57
377, 0.05
378, 0.74
379, 0.24
380, 0.45
381, 0.17
382, 0.23
383, 0.80
384, 0.38
385, 0.79
386, 0.13
387, 0.60
388, 0.16
389, 0.18
390, 0.03
391, 0.36
392, 0.75
393, 0.21
394, 0.39
395, 0.34
396, 0.58
397, 0.25
398, 0.33
399, 0.86
400, 0.54
401, 0.35
402, 0.04
403, 0.08
404, 0.51
405, 0.07
406, 0.61
407, 0.08
408, 0.17
409, 0.31
410, 0.03
411, 0.74
412, 0.22
413, 0.13
414, 0.16
415, 0.08
416, 0.31
417, 0.16
418, 0.04
419, 0.55
420, 0.25
421, 0.24
422, 0.60
423, 0.21
424, 0.25
425, 0.32
426, 0.12
427, 0.02
428, 0.16
429, 0.11
430, 0.23
431, 0.99
432, 0.09
433, 0.26
434, 0.61
435, 0.22
436, 0.63
437, 0.64
438, 0.15
439, 0.12
440, 0.42
441, 0.13
442, 0.84
443, 0.27
444, 0.10
445, 0.01
446, 0.40
447, 0.14
448, 0.92
449, 0.32
450, 0.06
451, 0.80
452, 0.84
453, 0.44
454, 0.31
455, 0.06
456, 0.89
457, 0.35
458, 0.72
459, 0.18
460, 0.74
461, 0.10
462, 0.07
463, 0.39
464, 0.28
465, 0.03
466, 0.23
467, 0.49
468, 0.25
469, 0.20
470, 0.44
471, 0.46
472, 0.33
473, 0.20
474, 0.39
475, 0.60
476, 0.30
477, 0.12
478, 0.12
479, 0.18
480, 0.10
481, 0.07
482, 0.24
483, 0.43
484, 0.17
485, 0.75
486, 0.59
487, 0.85
488, 0.53
489, 0.64
490, 0.21
491, 0.08
492, 0.05
493, 0.06
494, 0.48
495, 0.22
496, 0.98
497, 0.76
498, 0.87
499, 0.29
500, 0.33
501, 0.25
502, 0.36
503, 0.17
504, 0.65
505, 0.21
506, 0.51
507, 0.02
508, 0.21
509, 0.16
510, 0.35
511, 0.10
512, 0.21
513, 0.02
514, 0.07
515, 0.43
516, 0.14
517, 0.33
518, 0.50
519, 0.91
520, 0.92
521, 0.08
522, 0.35
523, 0.47
524, 0.21
525, 0.45
526, 0.19
527, 0.44
528, 0.54
529, 0.29
530, 0.26
531, 0.51
532, 0.31
533, 0.14
534, 0.89
535, 0.51
536, 0.31
537, 0.13
538, 0.27
539, 0.38
540, 0.08
541, 0.01
542, 0.67
543, 0.43
544, 0.12
545, 0.69
546, 0.58
547, 0.17
548, 0.83
549, 0.16
550, 0.14
551, 0.16
552, 0.88
553, 0.14
554, 0.12
555, 0.06
556, 0.14
557, 0.15
558, 0.48
559, 0.06
560, 0.16
561, 0.31
562, 0.07
563, 0.24
564, 0.29
565, 0.42
566, 0.04
567, 0.59
568, 0.35
569, 0.18
570, 0.39
571, 0.11
572, 0.11
573, 0.43
574, 0.49
575, 0.63
576, 0.14
577, 0.66
578, 0.24
579, 0.38
580, 0.63
581, 0.09
582, 0.59
583, 0.59
584, 0.09
585, 0.18
586, 0.83
587, 0.57
588, 0.07
589, 0.91
590, 0.04
591, 0.06
592, 0.90
593, 0.39
594, 0.29
595, 0.31
596, 0.45
597, 0.24
598, 0.19
599, 0.17
600, 0.43
601, 0.24
602, 0.20
603, 0.75
604, 0.05
605, 0.07
606, 0.51
607, 0.03
608, 0.51
609, 0.58
610, 0.55
611, 0.61
612, 0.18
613, 0.79
614, 0.31
615, 0.04
616, 0.37
617, 0.09
618, 0.02
619, 0.06
620, 0.52
621, 0.71
622, 0.28
623, 0.52
624, 0.23
625, 0.16
626, 0.27
627, 0.31
628, 0.45
629, 0.69
630, 0.60
631, 0.87
632, 0.24
633, 0.07
634, 0.15
635, 0.59
636, 0.52
637, 0.18
638, 0.83
639, 0.48
640, 0.08
641, 0.55
642, 0.53
643, 0.48
644, 0.75
645, 0.03
646, 0.29
647, 0.13
648, 0.13
649, 0.13
650, 0.30
651, 0.20
652, 0.94
653, 0.03
654, 0.19
655, 0.26
656, 0.33
657, 0.91
658, 0.33
659, 0.16
660, 0.91
661, 0.23
662, 0.16
663, 0.06
664, 0.82
665, 0.09
666, 0.17
667, 0.17
668, 0.94
669, 0.12
670, 0.02
671, 0.16
672, 0.19
673, 0.04
674, 0.12
675, 0.62
676, 0.12
677, 0.42
678, 0.26
679, 0.16
680, 0.85
681, 0.27
682, 0.23
683, 0.82
684, 0.19
685, 0.08
686, 0.13
687, 0.08
688, 0.02
689, 0.43
690, 0.42
691, 0.08
692, 0.80
693, 0.75
694, 0.48
695, 0.53
696, 0.20
697, 0.09
698, 0.02
699, 0.11
700, 0.25
701, 0.29
702, 0.27
703, 0.42
704, 0.68
705, 0.06
706, 0.09
707, 0.06
708, 0.16
709, 0.08
710, 0.09
711, 0.98
712, 0.16
713, 0.06
714, 0.22
715, 0.40
716, 0.92
717, 0.35
718, 0.76
719, 0.04
720, 0.60
721, 0.88
722, 0.50
723, 0.53
724, 0.18
725, 0.81
726, 0.16
727, 0.73
728, 0.41
729, 0.20
730, 0.10
731, 0.13
732, 0.24
733, 0.09
734, 0.16
735, 0.34
736, 0.11
737, 0.16
738, 0.89
739, 0.44
740, 0.83
741, 0.94
742, 0.58
743, 0.12
744, 0.63
745, 0.61
746, 0.81
747, 0.50
748, 0.07
749, 0.17
750, 0.11
751, 0.42
752, 0.53
753, 0.03
754, 0.16
755, 0.81
756, 0.48
757, 0.18
758, 0.03
759, 0.29
760, 0.09
761, 0.25
762, 0.78
763, 0.19
764, 0.32
765, 0.16
766, 0.12
767, 0.05
768, 0.21
769, 0.83
770, 0.59
771, 0.12
772, 0.24
773, 0.06
774, 0.50
775, 0.07
776, 0.07
777, 0.01
778, 0.10
779, 0.03
780, 0.95
781, 0.02
782, 0.05
783, 0.21
784, 0.17
785, 0.13
786, 0.33
787, 0.66
788, 0.88
789, 0.27
790, 0.25
791, 0.44
792, 0.41
793, 0.67
794, 0.94
795, 0.20
796, 0.29
797, 0.99
798, 0.83
799, 0.37
800, 0.73
801, 0.21
802, 0.54
803, 0.08
804, 0.31
805, 0.91
806, 0.25
807, 0.26
808, 0.05
809, 0.63
810, 0.43
811, 0.93
812, 0.20
813, 0.38
814, 0.37
815, 0.04
816, 0.29
817, 0.33
818, 0.12
819, 0.35
820, 0.35
821, 0.35
822, 0.18
823, 0.50
824, 0.56
825, 0.08
826, 0.94
827, 0.08
828, 0.19
829, 0.61
830, 0.32
831, 0.16
832, 0.21
833, 0.34
834, 0.21
835, 0.95
836, 0.55
837, 0.17
838, 0.61
839, 0.01
840, 0.46
841, 0.27
842, 0.06
843, 0.53
844, 0.57
845, 0.30
846, 0.42
847, 0.39
848, 0.27
849, 0.73
850, 0.34
851, 0.75
852, 0.30
853, 0.40
854, 0.09
855, 0.30
856, 0.61
857, 0.45
858, 0.01
859, 0.27
860, 0.00
861, 0.01
862, 0.16
863, 0.15
864, 0.57
865, 0.77
866, 0.04
867, 0.51
868, 0.26
869, 0.09
870, 0.82
871, 0.21
872, 0.25
873, 0.41
874, 0.53
875, 0.44
876, 0.42
877, 0.41
878, 0.55
879, 0.17
880, 0.10
881, 0.24
882, 0.01
883, 0.70
884, 0.49
885, 0.15
886, 0.32
887, 0.77
888, 0.13
889, 0.98
890, 0.13
891, 0.20
892, 0.69
893, 0.36
894, 0.32
895, 0.43
896, 0.18
897, 0.15
898, 0.71
899, 0.16
900, 0.86
901, 0.86
902, 0.47
903, 0.28
904, 0.69
905, 0.88
906, 0.49
907, 0.92
908, 0.97
909, 0.57
910, 0.28
911, 0.06
912, 0.03
913, 0.46
914, 0.01
915, 0.47
916, 0.39
917, 0.32
918, 0.13
919, 0.04
920, 0.83
921, 0.85
922, 0.04
923, 0.51
924, 0.75
925, 0.03
926, 0.16
927, 0.33
928, 0.56
929, 0.36
930, 0.34
931, 0.04
932, 0.10
933, 0.62
934, 0.06
935, 0.18
936, 0.14
937, 0.65
938, 0.25
939, 0.93
940, 0.09
941, 0.05
942, 0.83
943, 0.06
944, 0.30
945, 0.08
946, 0.39
947, 0.05
948, 0.59
949, 0.12
950, 0.55
951, 0.66
952, 0.12
953, 0.93
954, 0.16
955, 0.42
956, 0.25
957, 0.02
958, 0.53
959, 0.72
960, 0.41
961, 0.52
962, 0.09
963, 0.33
964, 0.12
965, 0.08
966, 0.87
967, 0.68
968, 0.04
969, 0.33
970, 0.55
971, 0.70
972, 0.46
973, 0.26
974, 0.72
975, 0.69
976, 0.02
977, 0.09
978, 0.10
979, 0.07
980, 0.50
981, 0.77
982, 0.47
983, 0.09
984, 0.29
985, 0.01
986, 0.14
987, 0.39
988, 0.03
989, 0.31
990, 0.13
991, 0.64
992, 0.09
993, 0.33
994, 0.04
995, 0.46
996, 0.60
997, 0.25
998, 0.63
999, 0.02
1000, 0.03
1001, 0.83
1002, 0.45
1003, 0.55
1004, 0.67
1005, 0.21
1006, 0.32
1007, 0.84
1008, 0.04
1009, 0.92
1010, 0.10
1011, 0.75
1012, 0.13
1013, 0.83
1014, 0.76
1015, 0.22
1016, 0.67
1017, 0.98
1018, 0.48
1019, 0.03
1020, 0.32
1021, 0.69
1022, 0.68
1023, 0.97
1024, 0.08
1025, 0.43
1026, 0.35
1027, 0.92
1028, 0.44
1029, 0.71
1030, 0.20
1031, 0.45
1032, 0.09
1033, 0.27
1034, 0.14
1035, 0.71
1036, 0.21
1037, 0.19
1038, 0.50
1039, 0.28
1040, 0.31
1041, 0.48
1042, 0.47
1043, 0.42
1044, 0.93
1045, 0.34
1046, 0.25
1047, 0.04
1048, 0.75
1049, 0.55
1050, 0.01
1051, 0.41
1052, 0.20
1053, 0.17
1054, 0.12
1055, 0.13
1056, 0.16
1057, 0.08
1058, 0.29
1059, 0.13
1060, 0.31
1061, 0.03
1062, 0.07
1063, 0.53
1064, 0.08
1065, 0.37
1066, 0.22
1067, 0.42
1068, 0.14
1069, 0.18
1070, 0.92
1071, 0.11
1072, 0.08
1073, 0.42
1074, 0.30
1075, 0.14
1076, 0.31
1077, 0.11
1078, 0.03
1079, 0.63
1080, 0.26
1081, 0.63
1082, 0.33
1083, 0.10
1084, 0.21
1085, 0.24
1086, 0.04
1087, 0.37
1088, 0.49
1089, 0.73
1090, 0.08
1091, 0.01
1092, 0.38
1093, 0.18
1094, 0.03
1095, 0.36
1096, 0.29
1097, 0.22
1098, 0.15
1099, 0.14
1100, 0.65
1101, 0.22
1102, 0.32
1103, 0.90
1104, 0.43
1105, 0.32
1106, 0.64
1107, 0.05
1108, 0.58
1109, 0.15
1110, 0.63
1111, 0.20
1112, 0.83
1113, 0.12
1114, 0.05
1115, 0.34
1116, 0.36
1117, 0.22
1118, 0.05
1119, 0.27
1120, 0.73
1121, 0.42
1122, 0.18
1123, 0.09
1124, 0.53
1125, 0.16
1126, 0.51
1127, 0.26
1128, 0.25
1129, 0.33
1130, 0.79
1131, 0.72
1132, 0.69
1133, 0.49
1134, 0.82
1135, 0.60
1136, 0.87
1137, 0.20
1138, 0.22
1139, 0.61
1140, 0.58
1141, 0.14
