ID,Prob1
0, 0.52
1, 0.26
2, 0.52
3, 0.18
4, 0.11
5, 0.19
6, 0.35
7, 0.84
8, 0.73
9, 0.12
10, 0.52
11, 0.13
12, 0.42
13, 0.67
14, 0.31
15, 0.18
16, 0.41
17, 0.20
18, 0.17
19, 0.33
20, 0.38
21, 0.31
22, 0.38
23, 0.36
24, 0.13
25, 0.30
26, 0.38
27, 0.06
28, 0.14
29, 0.73
30, 0.08
31, 0.08
32, 0.45
33, 0.19
34, 0.34
35, 0.58
36, 0.13
37, 0.57
38, 0.46
39, 0.52
40, 0.31
41, 0.07
42, 0.37
43, 0.46
44, 0.50
45, 0.17
46, 0.33
47, 0.66
48, 0.47
49, 0.27
50, 0.81
51, 0.18
52, 0.58
53, 0.23
54, 0.52
55, 0.03
56, 0.77
57, 0.18
58, 0.14
59, 0.17
60, 0.34
61, 0.42
62, 0.10
63, 0.42
64, 0.19
65, 0.19
66, 0.90
67, 0.11
68, 0.26
69, 0.16
70, 0.85
71, 0.87
72, 0.75
73, 0.40
74, 0.08
75, 0.70
76, 0.04
77, 0.84
78, 0.12
79, 0.34
80, 0.36
81, 0.13
82, 0.10
83, 0.10
84, 0.29
85, 0.17
86, 0.61
87, 0.08
88, 0.10
89, 0.64
90, 0.23
91, 0.21
92, 0.33
93, 0.58
94, 0.24
95, 0.16
96, 0.46
97, 0.06
98, 0.13
99, 0.53
100, 0.04
101, 0.53
102, 0.62
103, 0.11
104, 0.30
105, 0.15
106, 0.19
107, 0.22
108, 0.23
109, 0.40
110, 0.40
111, 0.30
112, 0.11
113, 0.34
114, 0.31
115, 0.06
116, 0.14
117, 0.20
118, 0.24
119, 0.26
120, 0.18
121, 0.17
122, 0.74
123, 0.62
124, 0.22
125, 0.53
126, 0.44
127, 0.23
128, 0.34
129, 0.08
130, 0.28
131, 0.63
132, 0.28
133, 0.31
134, 0.07
135, 0.37
136, 0.16
137, 0.03
138, 0.36
139, 0.02
140, 0.06
141, 0.57
142, 0.69
143, 0.06
144, 0.55
145, 0.23
146, 0.37
147, 0.10
148, 0.32
149, 0.75
150, 0.73
151, 0.20
152, 0.69
153, 0.37
154, 0.92
155, 0.18
156, 0.35
157, 0.11
158, 0.11
